index	masked sentence	original sentence	json file	sentence begin	sentence end	denotation 1	denotation 2
697	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with @DISEASE$ - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 298, 'end': 316}, 'obj': 'Disease'}
698	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( @DISEASE$ ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 276, 'end': 280}, 'obj': 'Disease'}
699	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with @DISEASE$ ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 254, 'end': 274}, 'obj': 'Disease'}
700	The aim of this study was to analyze the changes in serum protein levels in the progression of @DISEASE$@GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T2', 'span': {'begin': 216, 'end': 230}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 95, 'end': 107}, 'obj': 'Disease'}
701	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( @DISEASE$ - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 16, 'span': {'begin': 363, 'end': 367}, 'obj': 'Disease'}
702	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced @DISEASE$ ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 15, 'span': {'begin': 326, 'end': 361}, 'obj': 'Disease'}
703	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with @DISEASE$ - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 14, 'span': {'begin': 298, 'end': 316}, 'obj': 'Disease'}
704	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( @DISEASE$ ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 13, 'span': {'begin': 276, 'end': 280}, 'obj': 'Disease'}
705	The aim of this study was to analyze the changes in @GENE$ levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with @DISEASE$ ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 12, 'span': {'begin': 254, 'end': 274}, 'obj': 'Disease'}
706	The aim of this study was to analyze the changes in @GENE$ levels in the progression of @DISEASE$ using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	The aim of this study was to analyze the changes in serum protein levels in the progression of hepatitis B using isobaric tags for relative and absolute quantitation ( iTRAQ ) analysis , in addition to comparing the serum protein levels of patients with chronic hepatitis B ( CHB ) , patients with hepatitis B virus - induced acute - on - chronic liver failure ( HBV - induced ACLF ) and normal individuals	t6n95laz-2-abstract.json	0	406	{'id': 'A-biobert_T1', 'span': {'begin': 52, 'end': 66}, 'obj': 'Gene'}	{'id': 11, 'span': {'begin': 95, 'end': 107}, 'obj': 'Disease'}
707	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and @GENE$ , which demonstrated the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , were subsequently verified using western blotting	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with liver diseases , were subsequently verified using western blotting	t6n95laz-2-abstract.json	991	1344	{'id': 'A-biobert_T9', 'span': {'begin': 1151, 'end': 1163}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 1278, 'end': 1293}, 'obj': 'Disease'}
708	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , @GENE$ and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , were subsequently verified using western blotting	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with liver diseases , were subsequently verified using western blotting	t6n95laz-2-abstract.json	991	1344	{'id': 'A-biobert_T8', 'span': {'begin': 1119, 'end': 1147}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 1278, 'end': 1293}, 'obj': 'Disease'}
709	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , @GENE$ , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , were subsequently verified using western blotting	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with liver diseases , were subsequently verified using western blotting	t6n95laz-2-abstract.json	991	1344	{'id': 'A-biobert_T7', 'span': {'begin': 1090, 'end': 1117}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 1278, 'end': 1293}, 'obj': 'Disease'}
710	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant @GENE$ , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , were subsequently verified using western blotting	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with liver diseases , were subsequently verified using western blotting	t6n95laz-2-abstract.json	991	1344	{'id': 'A-biobert_T6', 'span': {'begin': 1076, 'end': 1088}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 1278, 'end': 1293}, 'obj': 'Disease'}
711	Five of those proteins , @GENE$ , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with @DISEASE$ , were subsequently verified using western blotting	Five of those proteins , C - reactive protein precursor , hemoglobin β chain variant Hb S - Wake , apolipoprotein J precursor , platelet factor 4 precursor and vitronectin , which demonstrated the greatest differences in their expression levels and the most significant correlation with liver diseases , were subsequently verified using western blotting	t6n95laz-2-abstract.json	991	1344	{'id': 'A-biobert_T5', 'span': {'begin': 1016, 'end': 1047}, 'obj': 'Gene'}	{'id': 25, 'span': {'begin': 1278, 'end': 1293}, 'obj': 'Disease'}
712	To investigate whether the schedule of N3 treatment is ideal for protecting from @DISEASE$ in vivo , 7 - day old @GENE$ mice were preinfected s	To investigate whether the schedule of N3 treatment is ideal for protecting from EV71 infection in vivo , 7 - day old hSCARB2transgenic mice were preinfected s	34xdjzvv-8-body_text.json	0	159	{'id': 'A-biobert_T1', 'span': {'begin': 118, 'end': 136}, 'obj': 'Gene'}	{'id': 3, 'span': {'begin': 81, 'end': 96}, 'obj': 'Disease'}
713	Recently , genetic variation in the region of the IL28B gene on chromosome 19 , coding for IFN - 3 , has been demonstrated to be strongly associated with SVR in patients with genotype 1 @DISEASE$ who are treated with @GENE$ plus RBV in the nontransplant setting [ 23 , 24 ]	Recently , genetic variation in the region of the IL28B gene on chromosome 19 , coding for IFN - 3 , has been demonstrated to be strongly associated with SVR in patients with genotype 1 chronic HCV infection who are treated with pEG - IFN plus RBV in the nontransplant setting [ 23 , 24 ]	0hbeso65-11-body_text.json	0	288	{'id': 'A-biobert_T4', 'span': {'begin': 229, 'end': 239}, 'obj': 'Gene'}	{'id': 9, 'span': {'begin': 186, 'end': 208}, 'obj': 'Disease'}
